0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.01503E-07,4.17828E-07,6.52317E-07,9.08486E-07,1.18999E-06,1.50054E-06,1.84391E-06,2.22377E-06,2.64369E-06,3.10704E-06,3.61687E-06,4.17585E-06,4.78617E-06,5.44944E-06,6.1666E-06,6.93783E-06,7.76249E-06,8.63904E-06,9.56496E-06,1.05368E-05,1.155E-05,1.25991E-05,1.36775E-05,1.4778E-05,1.58921E-05,1.7011E-05,1.81248E-05,1.92234E-05,2.02962E-05,2.13326E-05,2.23219E-05,2.32534E-05,2.41172E-05,2.49036E-05,2.56038E-05,2.62099E-05,2.67151E-05,2.71137E-05,2.74015E-05,2.75753E-05,2.76337E-05,2.75766E-05,2.74052E-05,2.71224E-05,2.6732E-05,2.62394E-05,2.5651E-05,2.4974E-05,2.42166E-05,2.33875E-05,2.24961E-05,2.15519E-05,2.05645E-05,1.95435E-05,1.84982E-05,1.74378E-05,1.63705E-05,1.53041E-05,1.42457E-05,1.32012E-05,1.21759E-05,1.11736E-05,1.01975E-05,9.24921E-06,8.32946E-06,7.43766E-06,6.57208E-06,5.72976E-06,4.9066E-06,4.09733E-06,3.2956E-06,2.49394E-06,1.68389E-06,8.56016E-07,0
0,4.37352E-07,9.0648E-07,1.41455E-06,1.96911E-06,2.57797E-06,3.24909E-06,3.99049E-06,4.81002E-06,5.71528E-06,6.71339E-06,7.81083E-06,9.01322E-06,1.03252E-05,1.175E-05,1.32896E-05,1.49442E-05,1.67124E-05,1.85908E-05,2.05738E-05,2.26539E-05,2.48213E-05,2.70642E-05,2.93686E-05,3.17187E-05,3.40967E-05,3.64832E-05,3.88576E-05,4.11981E-05,4.34823E-05,4.56873E-05,4.77904E-05,4.97693E-05,5.16023E-05,5.32694E-05,5.47517E-05,5.60326E-05,5.70976E-05,5.7935E-05,5.85356E-05,5.88933E-05,5.90049E-05,5.88703E-05,5.84925E-05,5.78774E-05,5.70338E-05,5.59729E-05,5.47083E-05,5.32558E-05,5.16328E-05,4.9858E-05,4.79511E-05,4.59325E-05,4.38228E-05,4.16423E-05,3.9411E-05,3.71479E-05,3.48709E-05,3.25965E-05,3.03395E-05,2.81128E-05,2.59272E-05,2.37911E-05,2.1711E-05,1.96905E-05,1.77309E-05,1.58311E-05,1.39873E-05,1.21932E-05,1.04402E-05,8.71702E-06,7.01022E-06,5.30402E-06,3.58052E-06,1.81977E-06,0
0,7.34387E-07,1.52126E-06,2.37251E-06,3.3006E-06,4.31846E-06,5.43923E-06,6.67607E-06,8.04191E-06,9.54918E-06,1.12095E-05,1.30335E-05,1.50301E-05,1.72069E-05,1.9569E-05,2.21194E-05,2.48583E-05,2.7783E-05,3.08874E-05,3.41624E-05,3.75953E-05,4.11696E-05,4.48657E-05,4.86605E-05,5.25274E-05,5.64373E-05,6.03582E-05,6.4256E-05,6.80949E-05,7.1838E-05,7.5448E-05,7.88874E-05,8.21198E-05,8.511E-05,8.78249E-05,9.02343E-05,9.2311E-05,9.40317E-05,9.53773E-05,9.63333E-05,9.68898E-05,9.70422E-05,9.67907E-05,9.61406E-05,9.51018E-05,9.3689E-05,9.1921E-05,8.98205E-05,8.74133E-05,8.47283E-05,8.17962E-05,7.86496E-05,7.53218E-05,7.18467E-05,6.82575E-05,6.45871E-05,6.08664E-05,5.71248E-05,5.33891E-05,4.96835E-05,4.6029E-05,4.24431E-05,3.89397E-05,3.55289E-05,3.22168E-05,2.90055E-05,2.58929E-05,2.28728E-05,1.99349E-05,1.70652E-05,1.42452E-05,1.14531E-05,8.66321E-06,5.84645E-06,2.97048E-06,0
0,1.12606E-06,2.33103E-06,3.63289E-06,5.05045E-06,6.60318E-06,8.31081E-06,1.01931E-05,1.22693E-05,1.45581E-05,1.70766E-05,1.98406E-05,2.28633E-05,2.61555E-05,2.97248E-05,3.3575E-05,3.77062E-05,4.21136E-05,4.6788E-05,5.17149E-05,5.68748E-05,6.22428E-05,6.77889E-05,7.34779E-05,7.92701E-05,8.51213E-05,9.09833E-05,9.68052E-05,0.000102533,0.000108112,0.000113486,0.0001186,0.000123398,0.00012783,0.000131845,0.0001354,0.000138454,0.000140973,0.000142929,0.000144301,0.000145076,0.000145246,0.000144813,0.000143786,0.00014218,0.000140017,0.000137327,0.000134143,0.000130504,0.000126455,0.00012204,0.000117309,0.000112312,0.000107099,0.000101719,9.62228E-05,9.06551E-05,8.50597E-05,7.94766E-05,7.39414E-05,6.84853E-05,6.31342E-05,5.79085E-05,5.28231E-05,4.78868E-05,4.31026E-05,3.84671E-05,3.39713E-05,2.95997E-05,2.53311E-05,2.11387E-05,1.69899E-05,1.28469E-05,8.66666E-06,4.40167E-06,0
0,1.65538E-06,3.42422E-06,5.33256E-06,7.40761E-06,9.67741E-06,1.21704E-05,1.49148E-05,1.79384E-05,2.12675E-05,2.49267E-05,2.8938E-05,3.33202E-05,3.80882E-05,4.32523E-05,4.88175E-05,5.47827E-05,6.11409E-05,6.78777E-05,7.49718E-05,8.23942E-05,9.01088E-05,9.80715E-05,0.000106232,0.000114531,0.000122907,0.00013129,0.000139605,0.000147777,0.000155727,0.000163374,0.00017064,0.000177446,0.00018372,0.000189391,0.000194397,0.000198681,0.000202196,0.000204902,0.000206771,0.000207784,0.000207934,0.000207222,0.000205663,0.000203279,0.000200104,0.000196179,0.000191554,0.000186285,0.000180436,0.000174072,0.000167263,0.00016008,0.000152596,0.000144882,0.000137007,0.000129037,0.000121034,0.000113054,0.000105147,9.73582E-05,8.97235E-05,8.22719E-05,7.50239E-05,6.79921E-05,6.11801E-05,5.45831E-05,4.8188E-05,4.19728E-05,3.59074E-05,2.99536E-05,2.40656E-05,1.81898E-05,1.22659E-05,6.2269E-06,0
0,2.37851E-06,4.91622E-06,7.64995E-06,1.06181E-05,1.38602E-05,1.74162E-05,2.13256E-05,2.56272E-05,3.03576E-05,3.55509E-05,4.12375E-05,4.74429E-05,5.41874E-05,6.14843E-05,6.93398E-05,7.77515E-05,8.67081E-05,9.61886E-05,0.000106162,0.000116586,0.00012741,0.00013857,0.000149996,0.000161604,0.000173306,0.000185004,0.000196595,0.000207971,0.000219023,0.000229638,0.000239708,0.000249123,0.000257783,0.000265591,0.000272461,0.000278314,0.000283087,0.000286727,0.000289195,0.000290466,0.000290532,0.000289399,0.000287085,0.000283626,0.000279069,0.000273473,0.000266909,0.000259457,0.000251204,0.000242244,0.000232674,0.000222595,0.000212106,0.000201307,0.000190294,0.000179158,0.000167984,0.000156852,0.000145831,0.000134981,0.000124353,0.000113986,0.000103908,9.41362E-05,8.4675E-05,7.55176E-05,6.66453E-05,5.80276E-05,4.96228E-05,4.13782E-05,3.32303E-05,2.51058E-05,1.69218E-05,8.58638E-06,0
0,3.36935E-06,6.95862E-06,1.08192E-05,1.50046E-05,1.95695E-05,2.45693E-05,3.00586E-05,3.60906E-05,4.27157E-05,4.99802E-05,5.79254E-05,6.65858E-05,7.5988E-05,8.61493E-05,9.70768E-05,0.000108766,0.000121199,0.000134346,0.000148162,0.000162588,0.000177551,0.000192963,0.000208724,0.000224719,0.000240826,0.000256907,0.000272822,0.000288422,0.000303554,0.000318067,0.000331809,0.000344634,0.000356402,0.000366984,0.00037626,0.000384128,0.0003905,0.000395306,0.000398497,0.00040004,0.000399926,0.000398164,0.000394786,0.000389839,0.000383393,0.000375529,0.000366347,0.000355957,0.000344482,0.00033205,0.000318796,0.000304857,0.000290372,0.000275476,0.0002603,0.000244971,0.000229604,0.000214306,0.000199172,0.000184285,0.000169711,0.000155504,0.000141703,0.000128328,0.000115387,0.000102869,9.07471E-05,7.8981E-05,6.75133E-05,5.6272E-05,4.51712E-05,3.41114E-05,2.29805E-05,1.16548E-05,0
0,4.72509E-06,9.75072E-06,1.51479E-05,2.09902E-05,2.7353E-05,3.4312E-05,4.19419E-05,5.03152E-05,5.95002E-05,6.95594E-05,8.05482E-05,9.25124E-05,0.000105487,0.000119494,0.000134541,0.000150619,0.000167703,0.000185749,0.000204693,0.000224453,0.000244927,0.000265993,0.000287512,0.000309328,0.000331268,0.000353148,0.000374774,0.000395943,0.000416448,0.000436081,0.000454639,0.000471922,0.000487743,0.000501927,0.000514316,0.000524771,0.000533177,0.000539442,0.000543501,0.000545315,0.000544875,0.000542196,0.000537323,0.000530327,0.000521302,0.000510364,0.00049765,0.000483312,0.000467518,0.000450443,0.000432272,0.000413192,0.00039339,0.000373052,0.000352355,0.000331469,0.000310551,0.000289744,0.000269177,0.000248959,0.000229181,0.000209914,0.000191209,0.000173095,0.000155577,0.000138643,0.000122256,0.00010636,9.08778E-05,7.57125E-05,6.07486E-05,4.58528E-05,3.08752E-05,1.56505E-05,0
0,6.57333E-06,1.35539E-05,2.10389E-05,2.91291E-05,3.79272E-05,4.7536E-05,5.8057E-05,6.95879E-05,8.22207E-05,9.60392E-05,0.000111117,0.000127514,0.000145277,0.000164432,0.000184987,0.000206928,0.000230217,0.000254791,0.000280562,0.000307415,0.000335208,0.000363775,0.000392924,0.000422441,0.000452092,0.000481626,0.000510779,0.000539276,0.000566839,0.000593187,0.000618046,0.00064115,0.000662246,0.000681102,0.000697508,0.000711281,0.000722269,0.000730352,0.000735448,0.000737508,0.000736525,0.000732525,0.000725572,0.000715767,0.000703239,0.00068815,0.000670687,0.000651058,0.00062949,0.000606224,0.000581508,0.000555596,0.00052874,0.00050119,0.000473184,0.00044495,0.000416699,0.000388622,0.000360891,0.000333651,0.000307023,0.000281101,0.000255951,0.00023161,0.000208087,0.000185361,0.000163385,0.00014208,0.000121345,0.00010105,8.10405E-05,6.11394E-05,4.11477E-05,2.08467E-05,0
0,9.0808E-06,1.87093E-05,2.9018E-05,4.01436E-05,5.2225E-05,6.54015E-05,7.98095E-05,9.55801E-05,0.000112836,0.00013169,0.000152237,0.000174558,0.000198711,0.000224729,0.000252619,0.000282358,0.000313893,0.000347133,0.000381956,0.000418204,0.000455681,0.00049416,0.00053338,0.000573051,0.000612855,0.000652455,0.000691493,0.000729601,0.000766403,0.000801527,0.000834603,0.000865279,0.000893218,0.000918114,0.000939688,0.0009577,0.000971953,0.000982292,0.000988611,0.000990855,0.000989016,0.000983139,0.000973315,0.000959682,0.000942422,0.000921755,0.000897936,0.000871247,0.000841996,0.000810506,0.000777113,0.000742157,0.000705976,0.000668903,0.000631258,0.000593344,0.000555441,0.000517804,0.000480659,0.0004442,0.000408586,0.00037394,0.000340347,0.000307856,0.000276477,0.000246181,0.000216903,0.000188539,0.000160953,0.000133973,0.000107394,8.09815E-05,5.44744E-05,2.7584E-05,0
